,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Report_Status,Publication_Date,Total_Passengers,Fatal_Injuries_Rate,Uninjured_Rate
67654,20100129X00036,Incident,DCA10WA026,2010-01-19,"Padang, Indonesia",Indonesia,,Minangkabau Airport,Non-Fatal,Substantial,PK-LFM,Boeing,737,No,2.0,,,0.0,0.0,0.0,209.0,,,,03-11-2020,209.0,0.0,1.0
67658,20100129X92638,Accident,DCA10WA025,2010-01-21,"Luxembourg, Luxembourg",Luxembourg,LLX,Luxembourg-Findel Internationa,Non-Fatal,Minor,LX-OCV,Boeing,747,No,4.0,,,0.0,0.0,0.0,3.0,,,,03-11-2020,3.0,0.0,1.0
67668,20100126X35439,Accident,DCA10RA023,2010-01-25,"Beirut, Lebanon",Lebanon,OLBA,Rafic Hariri International,Fatal,Destroyed,ET-ANB,Boeing,737,No,2.0,,,90.0,0.0,0.0,0.0,IMC,,,03-11-2020,90.0,1.0,0.0
67677,20110429X44811,Incident,ERA11WA269,2010-01-28,"Guarau, Brazil",Brazil,,,Non-Fatal,,PT-UPW,Embraer,EMB-202,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,,,,03-11-2020,1.0,0.0,1.0
67722,20100216X20235,Accident,WPR10LA134,2010-02-13,"Santa Clarita, CA",United States,BUR,Bob Hope,Non-Fatal,,N221WN,Boeing,737-7H4,No,2.0,Turbo Fan,,0.0,1.0,1.0,83.0,VMC,,"The pilots abrupt airplane pitch change maneuver. Contributing to the accident was the flight crews failure to maintain the heading specified by the air traffic controller, which would have avoided the near collision course with an unidentified airplane that triggered the traffic alert and collision avoidance system resolution advisory.",25-09-2020,85.0,0.0,0.9764705882352941
67723,20100305X52436,Incident,DCA10WA035,2010-02-13,"SURABAYA, Indonesia",Indonesia,,Juanda Airport,Non-Fatal,Minor,PK-YTR,Boeing,737,No,2.0,,,0.0,0.0,0.0,125.0,,,<br /><br />,03-11-2020,125.0,0.0,1.0
67730,20100216X34257,Incident,WPR10IA135,2010-02-16,"Los Angeles, CA",United States,LAX,Los Angeles International,Non-Fatal,Minor,N226SW,Embraer,EMB-120ER,No,2.0,Turbo Prop,,0.0,0.0,0.0,31.0,VMC,,"The flight crews failure to maintain clearance from the jet bridge during taxi. Contributing to the incident was the ramp marshaller's diverted attention and failure to signal the flight crew to stop at the correct position. 


",25-09-2020,31.0,0.0,1.0
67743,20100222X84927,Accident,DCA10CA032,2010-02-19,"Anchorage, AK",United States,,,Non-Fatal,Minor,N173UA,Boeing,747,No,4.0,Turbo Fan,,0.0,25.0,1.0,236.0,Unk,,an inadvertent encounter with clear air turbulence.,25-09-2020,262.0,0.0,0.9007633587786259
67750,20100319X85607,Incident,DCA10WA040,2010-02-21,"Torino, Italy",Italy,LIMF,Turin International Airport,Non-Fatal,,G-TCBA,Boeing,727,No,3.0,,,0.0,0.0,0.0,239.0,,,,03-11-2020,239.0,0.0,1.0
67763,20100309X14157,Accident,CEN10LA142,2010-02-24,"Wheeling, IL",United States,PWK,Chicago Executive Airport,Non-Fatal,Substantial,N515FX,Bombardier,BD-100-1A10,No,2.0,Turbo Fan,,0.0,0.0,0.0,2.0,VMC,,The deicing vehicle operator's not adhering to company procedures and not maintaining clearance between the vehicle's boom and the airplane's empennage during the airplane's deicing operation.,25-09-2020,2.0,0.0,1.0
67783,20111122X95137,Incident,DCA12WA015,2010-03-01,"Brussels, Belgium",Belgium,,,Non-Fatal,Minor,EIDYI,Boeing,737,No,,,,0.0,0.0,0.0,146.0,,,<br /><br />,03-11-2020,146.0,0.0,1.0
67792,20100305X54655,Accident,DCA10WA036,2010-03-04,"Taipai, Taiwan (Province of China)",Taiwan,ANC,Anchorage Interantional Airpor,Non-Fatal,Substantial,B-18723,Boeing,747,No,4.0,,,0.0,0.0,0.0,3.0,,,,03-11-2020,3.0,0.0,1.0
67830,20100312X84023,Accident,ERA10CA174,2010-03-11,"Titusville, FL",United States,,,Non-Fatal,,N319NB,Airbus,A319-100,No,2.0,Turbo Fan,,0.0,2.0,1.0,114.0,VMC,,"An inadvertent in-flight encounter with turbulence, resulting in an injury to a cabin attendant.",25-09-2020,117.0,0.0,0.9743589743589743
67833,20100315X12046,Incident,CEN10IA157,2010-03-13,"Chicago, IL",United States,ORD,Chicago O'Hare IAP,Non-Fatal,Minor,N16561,Embraer,EMB-145LR,No,2.0,Turbo Fan,,0.0,0.0,0.0,45.0,VMC,,An in-flight encounter with lightning. Contributing to the incident was the damaged and displaced tailcone bulkhead frame that inhibited the full travel of the elevator during approach.,25-09-2020,45.0,0.0,1.0
67884,20100414X14446,Accident,ENG10RA022,2010-03-22,"Darwin Aerodrome, Australia",Australia,,,Fatal,Destroyed,VH-ANB,Embraer,EMB120,No,2.0,,Unknown,2.0,0.0,0.0,0.0,,,,03-11-2020,2.0,1.0,0.0
67894,20110513X60749,Incident,DCA11WA056,2010-03-24,"Moncton, Canada",Canada,,,Non-Fatal,,C-GCJZ,Boeing,727---200F,No,,,,0.0,0.0,0.0,3.0,,,,25-09-2020,3.0,0.0,1.0
67907,20100330X00627,Incident,OPS10IA020,2010-03-27,"San Francisco, CA",United States,,,Non-Fatal,,N216UA,Boeing,777-222,No,2.0,Turbo Fan,,0.0,0.0,0.0,268.0,,,The local controller's issuance of a takeoff clearance to the Boeing 777 without ensuring that approved separation would exist with the Cessna 182. Contributing to the incident were tower procedures that permitted transitioning aircraft to cross the runway 28 departure corridor at low altitude while runways 28L/R were in use.,25-09-2020,268.0,0.0,1.0
67937,20100405X40816,Accident,CEN10LA189,2010-04-03,"Runnells, IA",United States,,,Non-Fatal,,N869RW,Embraer,ERJ-170-100-SE,No,2.0,Turbo Fan,,0.0,0.0,1.0,29.0,VMC,,"A clear air turbulence encounter during cruise flight, during which an unrestrained cabin flight attendant sustained a hip fracture.",25-09-2020,30.0,0.0,0.9666666666666667
67954,20100503X82523,Incident,ENG10IA026,2010-04-05,"Newark, NJ",United States,EWR,Newark International Airport,Non-Fatal,Minor,N535JB,Airbus,A320,No,2.0,Turbo Fan,,0.0,0.0,0.0,140.0,,,"The separation of both halves of the left engine fan cowl assembly due to improper latching and locking of the all the fan cowl latches. The cause of the improper latching and locking of the fan cowls was due to the failure of the mechanic to unstow and properly latch and lock the fan cowl latches after the engine maintenance had been completed, and the failure of the maintenance  inspector to detect and identify the unlatched condition. Contributing the incident is the design of the fan cowl latch assembly that can provide a false latch condition when the latch is neither latched or locked. Also contributing incident is the lack of adequate Airbus and Jet Blue fan cowl latch inspection guidance to detect and identify an unlatched condition.",25-09-2020,140.0,0.0,1.0
67970,20100412X21857,Accident,DCA10WA049,2010-04-08,"Paris, France",France,cdg,Charles De Gaulle Airport,Non-Fatal,Substantial,B-HOV,Boeing,747,No,4.0,,,0.0,0.0,0.0,326.0,,,,03-11-2020,326.0,0.0,1.0
67977,20100410X34740,Accident,WPR10FA199,2010-04-10,"Los Angeles, CA",United States,LAX,Los Angeles International,Non-Fatal,Substantial,N624SW,Boeing,737-3H4,No,2.0,Turbo Fan,,0.0,0.0,0.0,109.0,VMC,,"The tug operators failure to comply with company procedures when parking an unoccupied baggage tug, and the failure of the tugs seat switch to disengage the electric motor when weight was removed from the drivers seat.",25-09-2020,109.0,0.0,1.0
67993,20100414X04022,Incident,DCA10WA052,2010-04-13,"Keflavik, Iceland",Iceland,BIKF,Keflavik,Non-Fatal,,N380AN,Boeing,767-323,No,2.0,Turbo Fan,,0.0,5.0,0.0,140.0,,,,03-11-2020,145.0,0.0,0.9655172413793104
67997,20100414X92635,Accident,DCA10RA053,2010-04-14,"Monterrey, Mexico",Mexico,MMMY,Monterrey,Fatal,Destroyed,XA-TUE,Airbus,A300B4-203,No,2.0,Turbo Fan,,5.0,0.0,0.0,0.0,IMC,,,03-11-2020,5.0,1.0,0.0
68013,20100423X01836,Incident,CEN10IA219,2010-04-18,"Kansas City, MO",United States,,,Non-Fatal,,N160GJ,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,,0.0,0.0,0.0,70.0,VMC,,The malfunction of the airplanes aileron control system due to ice accumulation.,25-09-2020,70.0,0.0,1.0
68036,20100428X55752,Incident,DCA10WA054,2010-04-24,"Riyadh, Saudi Arabia",Saudi Arabia,RUH,King Khaled International Airp,Non-Fatal,Minor,N444HE,Boeing,737-300,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,9.0,,,,03-11-2020,9.0,0.0,1.0
68058,20100503X92217,Incident,OPS10IA132,2010-04-28,"Houston, TX",United States,HOU,William P.  Hobby Airport,Non-Fatal,,N242WN,Boeing,737-7H4,No,2.0,Turbo Fan,,0.0,0.0,0.0,140.0,VMC,,The failure of the local controller to issue control instructions necessary to ensure positive control/standard separation of traffic operating within the Class B airspace.,25-09-2020,140.0,0.0,1.0
68067,20100507X94749,Accident,CEN10LA240,2010-04-30,"Fort Dodge, IA",United States,,,Non-Fatal,,N320AA,Boeing,767,No,2.0,Turbo Fan,,0.0,5.0,1.0,172.0,,,The flight crew's inadequate separation from convective activity that resulted in serious injury to an unrestrained flight attendant.,25-09-2020,178.0,0.0,0.9662921348314607
68081,20100507X64708,Incident,DCA10WA055,2010-05-04,"Seoul, South Korea",South Korea,ICN,Incheon,Non-Fatal,Minor,N749SA,Boeing,747-300-SERIES,No,4.0,Turbo Jet,,0.0,0.0,0.0,3.0,VMC,,,03-11-2020,3.0,0.0,1.0
68084,20100511X03836,Accident,DCA10WA057,2010-05-05,"Mitu, Colombia",Colombia,,Mitu,Non-Fatal,Minor,HK4536,Embraer,EMB145,No,2.0,,,0.0,0.0,0.0,41.0,,,,03-11-2020,41.0,0.0,1.0
68095,20100507X70356,Incident,DCA10WA056,2010-05-07,"Sydney, Australia",Australia,SYD,"Sydney, Australia",Non-Fatal,Minor,N128UA,Boeing,747-422,No,4.0,Turbo Fan,,0.0,0.0,0.0,246.0,VMC,,,03-11-2020,246.0,0.0,1.0
68115,20100512X53621,Accident,DCA10RA059,2010-05-12,"Tripoli, Libya",Libya,,,Fatal,Destroyed,5A-ONG,Airbus,A330,No,,Turbo Fan,,103.0,0.0,1.0,0.0,,,,03-11-2020,104.0,0.9903846153846154,0.0
68119,20100519X65147,Accident,ERA10WA272,2010-05-13,"Manaus, Brazil",Brazil,,,Fatal,Destroyed,PT-EUJ,Embraer,EMB-810C,No,,,Personal,6.0,0.0,0.0,0.0,,,,03-11-2020,6.0,1.0,0.0
68142,20100517X92932,Incident,ENG10IA029,2010-05-17,"Chantilly, VA",United States,IAD,Washington Dulles,Non-Fatal,Minor,N510UA,Boeing,757,No,2.0,Turbo Fan,,0.0,0.0,0.0,112.0,,,"The ignition of the J5 power terminal located on the captains No. 1 windshield due to a loose electrical connection between the terminal connector lug and its respective terminal block. The loose connection resulted from a missing lock washer that allowed the resistance in the electrical path to increase sufficiently to generate high enough temperatures to ignite the terminal block.

Contributing to the probable cause was the lack of instructions to ensure the lock washer was installed in the J5 power terminal block in the Boeing 757 aircraft maintenance manual (AMM). 

Additionally, contributing to the incident was the deferral of the related maintenance write-up before the incident, which resulted from information in the United Airlines AMM that stated, When bus bar(s) show signs of blackening or burning, the condition is acceptable for continued service, although the window must be replaced within 50 flight-hours.",14-06-2021,112.0,0.0,1.0
68146,20100520X02527,Accident,DCA10CA061,2010-05-17,"Miami, FL",United States,MIA,Miami International Airport,Non-Fatal,Substantial,N498MC,Boeing,747,No,4.0,Turbo Fan,,0.0,0.0,0.0,3.0,VMC,,impact of the fore flap with the aft fuselage after fatigue failure of the right wing fore flap carriage assembly attachment fitting at position 6.,25-09-2020,3.0,0.0,1.0
68165,20100525X02508,Incident,OPS10IA196,2010-05-21,"Anchorage, AK",United States,PANC,Ted Stevens International Airp,Non-Fatal,,N810AW,Airbus,A319-132,No,2.0,Turbo Jet,,0.0,0.0,0.0,140.0,VMC,,The approach controller's delayed transfer of communications on the A319 to the tower controller and failure to account for the aircraft's speed when he directed the crew to turn north. Contributing to the incident was the 747 crew's transfer of radio communications to departure control prior to being directed to do so by the tower controller.,25-09-2020,140.0,0.0,1.0
68168,20100522X12824,Accident,WPR10CA254,2010-05-22,"Yerington, NV",United States,,Flying M Ranch,Non-Fatal,Substantial,N1193N,Boeing,B75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate compensation for the crosswind condition, resulting in the loss of directional control during the landing roll.",25-09-2020,1.0,0.0,1.0
68171,20100522X50538,Accident,DCA10RA063,2010-05-22,"Manglaore, India",India,,,Fatal,Destroyed,VT-AXV,Boeing,737,No,2.0,,,158.0,0.0,7.0,1.0,,,,03-11-2020,166.0,0.9518072289156626,0.006024096385542169
68176,20100523X62317,Incident,WPR10IA256,2010-05-23,"Ontario, CA",United States,ONT,Ontario International Airport,Non-Fatal,Minor,N925SW,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,,0.0,0.0,0.0,27.0,VMC,,Failure of the airplanes nose landing gear to extend for undetermined reasons.,25-09-2020,27.0,0.0,1.0
68186,20100525X31845,Accident,DCA10FA064,2010-05-25,"Southern Tip of Greenland, Denmark",Denmark,,,Non-Fatal,,N794UA,Boeing,777,No,2.0,,,0.0,0.0,2.0,209.0,VMC,,An inadvertent encounter with unforecast turbulence in cruise flight.,25-09-2020,211.0,0.0,0.990521327014218
68259,20100624X22814,Accident,CEN10LA340,2010-06-04,"Salina, KS",United States,58KS,Burger's Valley Airport,Non-Fatal,Substantial,N75263,Boeing,A75L300,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,A partial loss of engine power after takeoff due to thermal damage to three cylinders for undetermined reasons. Contributing to the accident was a lack of suitable terrain for a forced landing.,25-09-2020,2.0,0.0,1.0
68263,20100606X02721,Accident,ERA10LA299,2010-06-05,"Charlotte, NC",United States,CLT,Charlotte/Douglas Internationa,Non-Fatal,Minor,N277AY,Airbus,A330-323,No,2.0,Turbo Fan,,0.0,0.0,0.0,454.0,VMC,,The Airbus A330 flight crew's failure to maintain clearance from a standing airplane while taxiing.,25-09-2020,454.0,0.0,1.0
68271,20100628X25535,Incident,DCA10WA071,2010-06-06,"Amsterdam Schiphol IAP, Netherlands (the)",Netherlands,EHAM,Amsterdam Schiphol IAP,Non-Fatal,Minor,CN-RMF,Boeing,737,No,2.0,,,0.0,0.0,0.0,162.0,,,,03-11-2020,162.0,0.0,1.0
68280,20100714X03542,Accident,DCA10WA074,2010-06-07,"Girona, Spain",Spain,GRO,Girona-Costa Brava Airport,Non-Fatal,,EI-DAX,Boeing,737,No,,,,0.0,0.0,1.0,167.0,,,,03-11-2020,168.0,0.0,0.9940476190476191
68281,20100608X14601,Accident,DCA10FA066,2010-06-08,"Arlington, VA",United States,DCA,Reagan National,Non-Fatal,Substantial,N27WE,Boeing,B75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilots inadvertent use of the wheel brakes at high speed during the touchdown phase of the landing. Contributing to the accident was the pilots lack of familiarity with the feel and effectiveness of the airplanes wheel brakes.,25-09-2020,2.0,0.0,1.0
68324,20100617X93422,Incident,ENG10WA035,2010-06-15,"Amsterdam, Netherlands, Netherlands (the)",Netherlands,,,Non-Fatal,Minor,G-YMMP,Boeing,777,No,,,,0.0,0.0,0.0,214.0,,,,03-11-2020,214.0,0.0,1.0
68325,20100616X60229,Accident,DCA10RA069,2010-06-16,"Ottawa, Canada",Canada,,,Non-Fatal,Substantial,N847HK,Embraer,EMB-145LR,No,2.0,Turbo Fan,,0.0,3.0,0.0,33.0,,,,03-11-2020,36.0,0.0,0.9166666666666666
68326,20100617X02311,Incident,ENG10IA038,2010-06-16,"Athens, Greece",Greece,LGAV,Eleftherios Venizelos Internat,Non-Fatal,Minor,N196DN,Boeing,767,No,2.0,,,0.0,0.0,0.0,2.0,,,A short circuit involving the light in position L3 on the squib test panel.  The specific cause of the short circuit could not be determined.,25-09-2020,2.0,0.0,1.0
68353,20100714X63624,Accident,DCA10CA075,2010-06-19,"New York, NY",United States,KJFK,John F. Kennedy International,Non-Fatal,Substantial,N3730B,Boeing,737,No,2.0,Turbo Fan,,0.0,0.0,0.0,5.0,VMC,,a baggage cart impacting the airplane and causing substantial damage as a result of the jet blast from a passing airplane.,25-09-2020,5.0,0.0,1.0
68400,20100628X54428,Accident,CEN10LA351,2010-06-26,"Indianapolis, IN",United States,EYE,Eagle Creek Airpark,Non-Fatal,Substantial,N469RH,Boeing,A75N1-(PT17),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inability to maintain directional control during landing due to the airplane not being equipped with a steerable or locking tailwheel as required by the airplane's design.,25-09-2020,2.0,0.0,1.0
68417,20100701X93344,Accident,CEN10LA363,2010-06-28,"Pioneer, LA",United States,,,Non-Fatal,,N601DW,Embraer,EMB-145LR,No,2.0,Turbo Fan,,0.0,3.0,2.0,40.0,IMC,,"The inadvertent encounter with convective weather during cruise flight. Contributing to the accident was the flight crew's failure to detect and avoid the thunderstorm cell earlier in the flight, and the failure of air traffic controllers to provide the convective weather information to the flight crew.",14-06-2021,45.0,0.0,0.8888888888888888
68517,20100719X80209,Accident,DCA10FA076,2010-07-15,"Pacific Ocean,",United States,,,Non-Fatal,,N184DN,Boeing,767,No,2.0,,,0.0,0.0,1.0,201.0,VMC,,an inadvertent encounter with clear air turbulence.,25-09-2020,202.0,0.0,0.995049504950495
68537,20100730X94727,Accident,ERA10WA386,2010-07-18,"Mato  Grosso, Brazil",Brazil,,,Fatal,,PT-NBE,Embraer,EMB711,No,1.0,,Personal,2.0,0.0,0.0,0.0,IMC,,,03-11-2020,2.0,1.0,0.0
68559,20100824X84240,Incident,DCA10WA086,2010-07-22,"Taipei, Taiwan (Province of China)",Taiwan,,Taoyuan International,Non-Fatal,Minor,B-18612,Boeing,737,No,2.0,,,0.0,0.0,0.0,96.0,,,,03-11-2020,96.0,0.0,1.0
68569,20100929X44623,Incident,DCA10WA100,2010-07-23,"Milan, Italy",Italy,LIML,Milan - Linate Airport,Non-Fatal,,EI-CWW,Boeing,737,No,2.0,,,0.0,0.0,0.0,6.0,,,<br /><br />,03-11-2020,6.0,0.0,1.0
68601,20100803X33417,Accident,DCA10WA081,2010-07-28,"Islamabad, Pakistan",Pakistan,OPRN,Benazir Bhutto International,Fatal,Destroyed,AP-BCB,Airbus,A321,No,2.0,Turbo Fan,,157.0,0.0,0.0,0.0,,,,03-11-2020,157.0,1.0,0.0
68631,20100803X25950,Accident,WPR10CA382,2010-07-31,"Santa Rosa, CA",United States,KSTS,Charles M Schulz-Sonoma County,Non-Fatal,Minor,N46590,Boeing,PT-13B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The failure of the pilot to maintain clearance from another airplane while taxiing.,25-09-2020,2.0,0.0,1.0
68656,20100806X53016,Incident,DCA10IA082,2010-08-04,"Chicago, IL",United States,ORD,CHICAGO O'HARE INTL,Non-Fatal,Minor,N644UA,Boeing,767-322,No,2.0,Turbo Fan,,0.0,6.0,0.0,184.0,VMC,,"the brake fire after landing was caused by hydraulic fluid leaking on to hot brakes.   
",25-09-2020,190.0,0.0,0.968421052631579
68686,20100809X75512,Accident,DCA10LA083,2010-08-09,"Summit, MS",United States,,,Non-Fatal,,N856RW,Embraer,ERJ-170-100-SE,No,,Turbo Jet,,0.0,0.0,1.0,73.0,VMC,,the abrupt maneuver that was appropriately initiated to comply with the TCAS resolution advisory caused by the momentary projected loss of separation from converging traffic.  Contributing to the accident was a passenger's decision to disregard the seatbelt sign.,25-09-2020,74.0,0.0,0.9864864864864865
68696,20100811X20501,Accident,WPR10LA395,2010-08-10,"Salt Lake City, UT",United States,KSLC,Salt Lake City International,Non-Fatal,Substantial,N14105,Embraer,EMB-145XR,No,2.0,Turbo Fan,,0.0,0.0,0.0,50.0,VMC,,An in-flight collision with a bird while on the downwind leg of the traffic pattern during a visual approach.,25-09-2020,50.0,0.0,1.0
68738,20100816X82039,Accident,DCA10RA085,2010-08-16,"San Andres Island, Colombia",Colombia,SKSP,San Andreas Island,Fatal,Substantial,HK-4682,Boeing,737,No,2.0,Turbo Fan,,1.0,67.0,17.0,42.0,,,,03-11-2020,127.0,0.007874015748031496,0.33070866141732286
